Wavelength (nm),Intensity
260.99999999999653,14249015348.503117
261.0999999999965,5882973390.239547
261.1999999999965,1316398234.6489367
261.29999999999654,1601893011.5067842
261.3999999999965,4923062469.991763
261.4999999999965,11724780278.31134
261.5999999999965,23163272553.341537
261.6999999999965,28081406920.400063
261.7999999999965,17869012938.151466
261.89999999999645,6671235828.605927
261.9999999999965,1816760025.5706887
262.0999999999965,336682241.9300451
262.19999999999646,33106379.137482096
262.29999999999643,1515559.142927484
262.39999999999645,31509.346119251633
262.4999999999965,43298.030319517
262.59999999999644,2399638.4506533183
262.6999999999964,59674800.46716595
262.79999999999643,665976577.0331064
262.89999999999645,3337694637.7796965
262.9999999999964,7558209719.995332
263.0999999999964,8142425877.340562
263.1999999999964,5907961186.498463
263.29999999999643,6191830546.74963
263.3999999999964,7557744156.387067
263.49999999999636,7915483951.043543
263.5999999999964,6737328386.299415
263.6999999999964,3679833593.4730635
263.7999999999964,1052181552.76225
263.89999999999634,175949233.31903487
263.99999999999636,404472982.4438679
264.0999999999964,2157825898.7054152
264.19999999999635,5320485113.026832
264.2999999999963,5930504527.015935
264.39999999999634,2988039505.2599683
264.49999999999636,680511254.6893392
264.5999999999963,70135764.00412703
264.6999999999963,6765863.07685581
264.7999999999963,68378854.34488848
264.89999999999634,653896220.4565663
264.9999999999963,3166910451.1595497
265.09999999999627,7860178236.387642
265.1999999999963,9868922167.875761
265.2999999999963,6097638329.579587
265.3999999999963,1953739065.806075
265.49999999999625,1311391096.7542105
265.59999999999627,3182849765.973727
265.6999999999963,4294895055.9742913
265.79999999999626,2707542384.0522065
265.8999999999962,1372780784.3401046
265.99999999999625,3394017519.407961
266.09999999999627,8429307743.908841
266.19999999999624,11154601342.68567
266.2999999999962,9349495760.960434
266.3999999999962,9294832220.999043
266.49999999999625,13249993806.011408
266.5999999999962,12471119316.508942
266.6999999999962,6323423371.156329
266.7999999999962,4986302922.937281
266.8999999999962,9844975587.519394
266.9999999999962,11527702966.08688
267.09999999999616,6313797801.977177
267.1999999999962,1599948832.3196766
267.2999999999962,187390267.97237858
267.39999999999617,11443587.848960659
267.49999999999613,42289358.0050053
267.59999999999616,624950312.6473064
267.6999999999962,4295899297.712704
267.79999999999615,13736596765.811764
267.8999999999961,21120339065.443554
267.99999999999613,18293285095.200016
268.09999999999616,13428367578.46204
268.1999999999961,9490270708.251045
268.2999999999961,4640815261.840652
268.3999999999961,1335637031.7137237
268.49999999999613,215163411.96471837
268.5999999999961,74639156.35821646
268.69999999999607,549146883.9777607
268.7999999999961,2561318829.6694746
268.8999999999961,6303973609.812932
268.9999999999961,9562744684.731327
269.09999999999604,10018882914.443491
269.19999999999607,6597705263.448334
269.2999999999961,2334484316.2292366
269.39999999999606,408615459.47110236
269.499999999996,34582889.900427
269.59999999999604,10684640.141647734
269.69999999999607,177866540.91946068
269.79999999999603,1626018893.3248682
269.899999999996,7203006568.132711
269.999999999996,15707702589.33988
270.09999999999604,17161145933.66579
270.199999999996,9526410394.611444
270.299999999996,2748550738.3752346
270.399999999996,1030015496.5460218
270.499999999996,3719624157.4822235
270.599999999996,9945644911.611584
270.69999999999595,12767907397.350435
270.799999999996,9019155582.28641
270.899999999996,7045603677.393358
270.99999999999596,7547969762.775065
271.09999999999593,5010846921.827626
271.19999999999595,1610907800.4097023
271.299999999996,244053568.24848104
271.39999999999594,17382478.57727431
271.4999999999959,581866.783472393
271.59999999999593,0.0
271.69999999999595,0.0
271.7999999999959,0.0
271.8999999999959,0.0
271.9999999999959,0.0
272.09999999999593,0.0
272.1999999999959,0.0
272.29999999999586,27652.507159416895
272.3999999999959,1007079.9984957204
272.4999999999959,17412810.836622335
272.5999999999959,142938509.12558904
272.69999999999584,557063967.9734532
272.79999999999586,1030709652.0667659
272.8999999999959,905405382.7165995
272.99999999999585,377594148.540626
273.0999999999958,74762341.27778967
273.19999999999584,7027744.851169051
273.29999999999586,313635.0076522864
273.3999999999958,6645.207296925752
273.4999999999958,15369.206474102817
273.5999999999958,740028.4609714085
273.69999999999584,17031265.731616937
273.7999999999958,187347090.23011655
273.89999999999577,985027837.655389
273.9999999999958,2475435306.2382364
274.0999999999958,2973419479.4707775
274.1999999999958,1707113152.633578
274.29999999999575,468457244.3109686
274.39999999999577,61443951.12518378
274.4999999999958,3852031.549247027
274.59999999999576,299796.5525624829
274.6999999999957,5516610.4314874085
274.79999999999575,79336074.3164129
274.89999999999577,548387720.938801
274.99999999999574,1821895070.3239126
275.0999999999957,2909227094.865813
275.1999999999957,2232803533.2253656
275.29999999999575,823648708.5690747
275.3999999999957,146033386.64180925
275.4999999999957,12444599.26549242
275.5999999999957,509716.03902321524
275.6999999999957,0.0
275.7999999999957,0.0
275.89999999999566,37683.8275047392
275.9999999999957,1503774.2956766023
276.0999999999957,29047958.331716847
276.19999999999567,271615077.8394191
276.29999999999563,1229411984.9089308
276.39999999999566,2693681950.740247
276.4999999999957,2856935897.173883
276.59999999999565,1466763120.0312402
276.6999999999956,364522863.5329719
276.79999999999563,43852551.86003439
276.89999999999566,2553702.339613626
276.9999999999956,71986.48761705817
277.0999999999956,335648.67444728856
277.1999999999956,11751325.806044918
277.29999999999563,200392153.13454184
277.3999999999956,1664433581.2979577
277.49999999999557,6733550797.568194
277.5999999999956,13268252434.0043
277.6999999999956,12734304307.127947
277.7999999999956,5952900664.577226
277.89999999999554,1355715373.8202612
277.99999999999557,158625157.2491283
278.0999999999956,122453513.07024233
278.19999999999555,769739560.1837687
278.2999999999955,2532762164.560173
278.39999999999554,4076506271.9982285
278.49999999999557,3208517213.7584777
278.59999999999553,1234932403.4000204
278.6999999999955,232780494.4202589
278.7999999999955,30505981.129109096
278.89999999999554,119520830.89781547
278.9999999999955,757424777.2350174
279.0999999999955,2375809636.335716
279.1999999999955,3659176454.4718356
279.2999999999955,2767212398.0334315
279.3999999999955,1027681229.3538395
279.49999999999545,192637116.62692055
279.5999999999955,101135761.53955477
279.6999999999955,662530237.1141796
279.79999999999546,2558470784.5261474
279.89999999999543,4874505400.208316
279.99999999999545,4576996835.811784
280.0999999999955,2118009630.5389874
280.19999999999544,483028227.20935875
280.2999999999954,54289313.891964085
280.39999999999543,3054657.4483554717
280.49999999999545,2234362.342420156
280.5999999999954,48297312.386209674
280.6999999999954,536960470.4989457
280.7999999999954,2957707993.369726
280.89999999999543,8071642217.5400915
280.9999999999954,10913451927.643953
281.09999999999536,7310650209.120008
281.1999999999954,2426294413.8251023
281.2999999999954,398955650.32413876
281.3999999999954,32757056.008253865
281.49999999999534,8734927.695189279
281.59999999999536,107200943.4179494
281.6999999999954,770608776.4722264
281.79999999999535,2759872097.022555
281.8999999999953,4971301045.302638
281.99999999999534,5073278540.206519
282.09999999999536,6205219115.519934
282.1999999999953,13144069653.192589
282.2999999999953,18887125212.267067
282.3999999999953,13917284478.62
282.49999999999534,5124833983.899354
282.5999999999953,941233086.6803018
282.69999999999527,86207603.75988959
282.7999999999953,3937487.60754625
282.8999999999953,89684.63903248803
282.9999999999953,358490.81420186727
283.09999999999525,8598790.806591095
283.19999999999527,103462589.757419
283.2999999999953,626896763.3699843
283.39999999999526,1947226435.7916727
283.4999999999952,3533580440.1898947
283.59999999999525,6084857112.170122
283.69999999999527,12362408247.64241
283.79999999999524,17286614248.450706
283.8999999999952,12799039939.110678
283.9999999999952,4794612442.504036
284.09999999999525,914083656.7342993
284.1999999999952,282328768.34663105
284.2999999999952,1765868656.3413646
284.3999999999952,7949375705.054541
284.4999999999952,18084670875.98539
284.5999999999952,20744686975.05851
284.69999999999516,11998212599.627052
284.7999999999952,3498965099.833097
284.8999999999952,514640758.91753775
284.99999999999517,42640700.681011476
285.09999999999513,68872586.97585815
285.19999999999516,512228996.2431558
285.2999999999952,1969733398.7929199
285.39999999999515,3835443632.9959474
285.4999999999951,3786896361.24545
285.59999999999513,1965459283.5009973
285.69999999999516,1005980131.0270929
285.7999999999951,1881064248.229608
285.8999999999951,3182307521.550989
285.9999999999951,2817021892.5556507
286.09999999999513,1267005916.8571231
286.1999999999951,289219236.2314003
286.29999999999507,33505476.91593721
286.3999999999951,1969901.5888109056
286.4999999999951,58777.803705842525
286.5999999999951,0.0
286.69999999999504,0.0
286.79999999999507,0.0
286.8999999999951,0.0
286.99999999999505,451619.0026884069
287.099999999995,11173007.346580634
287.19999999999504,141341380.61249906
287.29999999999507,914260468.5813931
287.39999999999503,3023931314.6858587
287.499999999995,5114171301.691603
287.599999999995,4423529248.203081
287.69999999999504,1976327783.5931928
287.799999999995,684800721.20617
287.899999999995,1509384063.9086473
287.999999999995,4500323855.131847
288.099999999995,7158679999.985764
288.199999999995,6174712413.352129
288.29999999999495,3926953069.7635746
288.399999999995,3372919532.7671976
288.499999999995,2793794772.3444
288.59999999999496,1347363894.1219754
288.69999999999493,338961488.96901673
288.79999999999495,43937598.72408924
288.899999999995,5352857.108076868
288.99999999999494,43419277.21806387
289.0999999999949,397158913.7336209
289.19999999999493,1877886184.6240606
289.29999999999495,4579317087.894944
289.3999999999949,5759153623.989096
289.4999999999949,3735451543.999127
289.5999999999949,1249551177.00682
289.69999999999493,215571570.51526663
289.7999999999949,19180301.096603367
289.89999999999486,880128.029806145
289.9999999999949,0.0
290.0999999999949,0.0
290.1999999999949,0.0
290.29999999999484,0.0
290.39999999999486,0.0
290.4999999999949,0.0
290.59999999999485,0.0
290.6999999999948,0.0
290.79999999999484,0.0
290.89999999999486,326153.5479957234
290.9999999999948,9605171.301294832
291.0999999999948,145765632.97388747
291.1999999999948,1163890610.9548016
291.29999999999484,4918276573.76916
291.3999999999948,11089944007.379381
291.49999999999477,13484645303.901037
291.5999999999948,8946318549.970818
291.6999999999948,3292374005.508253
291.7999999999948,904349543.8201969
291.89999999999475,1458042727.589287
291.99999999999477,4276591459.983017
292.0999999999948,7349560786.987571
292.19999999999476,7337225142.9156
292.2999999999947,4395008532.72468
292.39999999999475,1582503542.853651
292.49999999999477,331999252.79194146
292.59999999999474,38966127.239074074
292.6999999999947,2479909.4715916365
292.7999999999947,82776.57076433206
